Time,NO,NO2,NOx,O3,PM10_conc_all,PM10-2.5_conc,PM2.5_conc,Air_Temperature,Relative_Humidity
2020-06-06 2:00,0.094,6.209,6.304,32.916,16.749,8.35,8.401,19.568,58.148
2020-06-06 3:00,0.112,3.665,3.777,37.305,13.427,5.907,7.52,18.519,60.574
2020-06-06 4:00,0.138,2.936,3.074,35.572,13.627,7.284,6.348,17.417,58.328
2020-06-06 5:00,0.256,2.993,3.249,33.13,11.788,5.576,6.214,16.211,58.147
2020-06-06 6:00,0.313,3.046,3.36,31.896,14.021,7.85,6.17,16.301,58.707
2020-06-06 7:00,0.406,2.817,3.223,33.943,14.789,8.981,5.811,18.614,52.872
2020-06-06 8:00,0.46,2.671,3.131,39.318,14.834,9.719,5.114,21.392,45.288
2020-06-06 9:00,0.479,2.503,2.982,45.105,14.417,9.687,4.726,23.431,39.664
2020-06-06 10:00,0.34,1.902,2.242,48.346,13.408,8.836,4.57,23.871,39.113
2020-06-06 11:00,0.395,2.058,2.453,51.071,13.677,9.44,4.238,24.812,37.328
2020-06-06 12:00,0.345,1.832,2.178,51.187,14.811,10.627,4.183,25.566,34.806
2020-06-06 13:00,0.417,1.986,2.514,48.894,12.505,8.415,4.089,25.808,34.15
2020-06-06 14:00,1.646,3.586,5.241,50.434,134.954,39.855,94.993,24.931,36.566
2020-06-06 15:00,1.443,2.876,4.114,49.062,64.362,23.249,41.146,24.66,38.872
2020-06-06 16:00,0.392,1.889,2.281,45.377,14.516,10.627,3.895,24.411,34.709
2020-06-06 17:00,0.302,1.748,2.05,46.062,17.717,13.637,4.083,23.478,35.838
2020-06-06 18:00,0.289,1.667,1.956,44.836,15.368,10.706,4.664,22.026,40.663
2020-06-06 19:00,0.216,1.737,1.953,42.106,13.978,8.663,5.314,20.026,46.89
2020-06-06 20:00,0.215,1.969,2.184,37.397,13.709,8.143,5.57,18.445,52.373
2020-06-06 21:00,0.202,2.121,2.323,32.041,12.553,7.279,5.278,17.321,56.787
2020-06-06 22:00,0.235,2.598,2.833,26.788,11.062,6.271,4.789,16.221,61.871
2020-06-06 23:00,0.2,2.869,3.069,24.714,10.104,4.872,5.232,15.114,67.108
2020-06-07 0:00,0.19,3.011,3.201,23.38,10.19,4.597,5.593,14.277,70.685
2020-06-07 1:00,0.078,5.415,5.502,21.34,11.446,5.789,5.655,13.645,73.185
2020-06-07 2:00,0.11,3.594,3.704,20.776,10.857,5.251,5.605,13.097,74.654
2020-06-07 3:00,0.191,2.651,2.842,19.57,9.589,4.363,5.224,12.468,74.866
2020-06-07 4:00,0.3,3.412,3.713,18.693,9.354,4.65,4.704,11.906,72.801
2020-06-07 5:00,0.276,2.06,2.337,19.295,8.463,5.371,3.097,11.24,70.131
2020-06-07 6:00,0.531,1.854,2.385,17.281,8.787,6.234,2.556,11.997,68.225
2020-06-07 7:00,0.628,1.4,2.028,16.001,7.898,5.724,2.176,13.285,63.339
2020-06-07 8:00,0.583,1.247,1.83,16.615,8.152,5.986,2.163,15.18,56.339
2020-06-07 9:00,0.593,1.243,1.836,18.89,6.286,3.968,2.317,17.479,49.116
2020-06-07 10:00,0.492,1.076,1.502,21.204,7.999,5.242,2.754,18.651,46.382
2020-06-07 11:00,0.45,1.057,1.496,24.151,9.307,6.306,3.002,19.29,43.837
2020-06-07 12:00,0.439,1.062,1.482,26.618,7.962,4.783,3.177,20.031,41.141
2020-06-07 13:00,0.432,1.13,1.578,28.153,9.479,6.137,3.341,20.995,39.769
2020-06-07 14:00,0.368,1.043,1.423,30.746,7.583,4.423,3.16,21.366,37.419
2020-06-07 15:00,0.467,1.155,1.657,33.07,8.616,5.483,3.129,21.767,35.182
2020-06-07 16:00,0.539,1.533,2.193,36.163,64.273,23.594,40.662,22.022,32.859
2020-06-07 17:00,0.385,1.469,1.844,35.983,23.183,9.402,13.781,21.838,33.831
2020-06-07 18:00,0.447,1.945,2.48,34.288,9.073,5.684,3.387,20.451,37.31
2020-06-07 19:00,0.344,2.003,2.347,32.312,8.491,5.248,3.244,19.02,39.884
2020-06-07 20:00,0.369,2.659,3.029,27.209,9.459,5.914,3.546,17.667,47.218
2020-06-07 21:00,0.313,3.246,3.559,17.474,11.097,7.064,4.033,15.594,59.736
2020-06-07 22:00,0.377,2.894,3.271,14.553,11.188,7.073,4.119,14.189,63.018
2020-06-07 23:00,0.285,2.167,2.452,15.289,7.612,3.967,3.642,13.19,62.149
2020-06-08 0:00,0.22,1.521,1.741,16.063,7.625,4.368,3.256,12.488,61.878
2020-06-08 1:00,0.041,4.322,4.36,15.018,6.771,3.512,3.258,11.968,63.441
2020-06-08 2:00,0.095,2.344,2.439,15.554,7.484,4.17,3.312,11.59,64.767
2020-06-08 3:00,0.207,1.969,2.176,15.677,6.715,3.355,3.36,11.202,66.63
2020-06-08 4:00,0.258,2.114,2.371,15.14,7.014,3.564,3.45,10.619,70.173
2020-06-08 5:00,0.377,3.906,4.283,13.282,7.108,3.645,3.467,10.203,73.466
2020-06-08 6:00,1.502,5.829,7.331,11.447,10.429,6.468,3.961,11.886,70.838
2020-06-08 7:00,4.031,6.65,10.66,12.265,21.284,16.402,4.893,15.21,59.96
2020-06-08 8:00,3.835,5.527,9.296,16.524,27.634,21.876,5.746,18.208,48.94
2020-06-08 9:00,2.301,3.849,6.169,20.272,15.951,11.272,4.68,19.278,42.789
2020-06-08 10:00,4.306,3.997,8.25,22.515,24.748,18.061,6.679,19.483,38.473
2020-06-08 11:00,1.216,2.193,3.408,24.703,14.33,9.415,4.92,19.39,36.6
2020-06-08 12:00,0.823,1.712,2.535,26.46,12.581,8.5,4.081,19.858,34.328
2020-06-08 13:00,0.838,1.638,2.477,27.733,11.899,7.98,3.92,20.605,32.822
2020-06-08 14:00,1.216,2.687,3.903,29.974,16.281,11.505,4.78,21.585,31.761
2020-06-08 15:00,1.56,3.286,4.719,31.001,13.327,8.76,4.564,22.43,31.22
2020-06-08 16:00,1.664,4.413,6.33,35.465,18.614,13.159,5.456,22.768,31.886
2020-06-08 17:00,1.109,3.952,5.061,36.553,18.512,13.1,5.411,23.106,31.643
2020-06-08 18:00,0.746,4.176,4.922,41.477,15.429,10.293,5.137,22.731,31.437
2020-06-08 19:00,1.014,7.118,8.132,39.436,17.007,11.722,5.287,21.608,33.7
2020-06-08 20:00,0.456,5.586,6.034,30.863,13.531,9.186,4.343,20.06,35.055
2020-06-08 21:00,0.914,15.401,16.466,19.38,16.337,10.942,5.4,18.825,35.875
2020-06-08 22:00,2.168,15.953,18.666,22.194,21.118,15.7,5.424,17.597,39.435
2020-06-08 23:00,1.897,25.257,27.156,8.797,35.528,27.855,7.714,16.496,46.968
2020-06-09 0:00,6.805,33.561,40.783,2.151,64.654,53.86,10.796,15.843,53.897
2020-06-09 1:00,0.134,19.087,19.213,18.676,32.835,24.759,7.993,15.65,61.735
2020-06-09 2:00,0.46,20.118,20.184,14.856,20.736,14.253,6.482,15.573,62.504
2020-06-09 3:00,0.949,14.663,16.156,16.558,19.37,12.748,6.622,15.1,64.131
2020-06-09 4:00,4.233,18.043,23.028,12.132,21.707,14.715,6.994,14.978,64.323
2020-06-09 5:00,6.924,25.358,30.794,1.8,25.995,17.837,8.162,14.325,68.695
2020-06-09 6:00,8.821,20.925,29.629,4.795,21.787,13.233,8.55,15.276,65.444
2020-06-09 7:00,21.005,23.344,44.764,8.977,33.849,24.251,9.602,18.423,53.542
2020-06-09 8:00,20.83,25.71,46.601,13.627,41.979,32.268,9.719,21.74,43.14
2020-06-09 9:00,10.961,19.824,30.817,22.644,28.551,21.75,6.803,24.519,36.453
2020-06-09 10:00,5.773,14.778,20.557,35.075,32.987,27.331,5.659,27.772,31.869
2020-06-09 11:00,1.981,8.777,10.622,51.332,37.857,31.623,6.223,29.744,31.704
2020-06-09 12:00,0.667,5.062,5.729,64.764,27.634,21.707,5.915,32.022,29.555
2020-06-09 13:00,0.699,6.402,7.1,75.221,29.629,22.636,6.975,32.256,27.813
2020-06-09 14:00,0.763,8.465,9.202,86.979,38.654,30.337,8.313,31.766,29.45
2020-06-09 15:00,0.4,5.814,6.214,90.505,39.185,31.698,7.512,31.195,30.496
2020-06-09 16:00,0.321,4.001,4.323,84.522,30.986,24.746,6.243,30.643,31.488
2020-06-09 17:00,0.431,4.558,5.087,79,25.301,19.547,5.761,29.964,32.888
2020-06-09 18:00,0.475,4.783,5.292,74.908,27.578,21.041,6.541,28.911,35.781
2020-06-09 19:00,0.313,7.457,7.591,75.298,25.281,18.807,6.478,27.475,38.901
2020-06-09 20:00,0.164,11.371,11.539,71.74,42.973,35.258,7.5,25.99,40.616
2020-06-09 21:00,0.157,25.289,25.403,59.908,27.729,20.823,6.9,23.655,46.423
2020-06-09 22:00,0.201,7.671,7.792,68.924,18.784,12.809,5.976,20.193,61.671
2020-06-09 23:00,0.097,4.953,5.114,72.215,18.888,12.761,6.131,19.409,56.243
2020-06-10 0:00,0.163,5.43,5.592,63.348,22.245,15.943,6.302,19.354,57.328
2020-06-10 1:00,0.576,6.917,7.384,45.767,21.088,14.24,6.848,19.333,62.409
2020-06-10 2:00,1.464,5.661,7.321,41.834,22.342,15.268,7.07,19.468,60.813
2020-06-10 3:00,1.167,4.713,6.118,41.464,18.451,11.582,6.874,19.357,60.66
2020-06-10 4:00,0.13,2.725,2.857,42.326,15.506,8.899,6.609,19.149,62.106
2020-06-10 5:00,0.451,5.94,6.387,39.313,18.455,11.105,7.35,17.978,73.085
2020-06-10 6:00,1.5,13.703,14.97,26.3,17.495,8.902,8.59,16.491,89.097
2020-06-10 7:00,1.341,12.306,13.289,25.094,17.235,8.252,8.981,16.599,89.063
2020-06-10 8:00,5.21,15.5,20.102,24.938,14.586,6.559,8.029,17.734,81.978
2020-06-10 9:00,3.433,8.686,12.16,32.778,15.351,7.368,7.983,19.924,72.037
2020-06-10 10:00,3.426,8.712,11.628,36.719,15.982,7.252,8.731,21.913,67.088
2020-06-10 11:00,2.801,8.071,10.356,41.447,18.414,8.633,9.776,23.363,64.459
2020-06-10 12:00,2.732,8.195,10.91,44.614,19.411,8.875,10.541,24.996,62.507
2020-06-10 13:00,1.069,5.217,6.286,46.279,25.732,13.498,12.236,28.136,59.957
2020-06-10 14:00,1.15,4.629,5.779,29.196,26.769,13.191,13.578,29.441,57.968
2020-06-10 15:00,1.128,4.312,5.439,35.268,27.61,14.342,13.273,30.007,55.153
2020-06-10 16:00,1.027,4.049,5.076,48.244,27.995,15.353,12.637,30.368,52.672
2020-06-10 17:00,0.894,4.008,4.766,51.278,25.026,12.195,12.83,30.443,51.912
2020-06-10 18:00,0.57,3.171,3.715,40.36,26.692,13.568,13.124,30.408,51.479
2020-06-10 19:00,0.272,2.649,2.921,36.65,23.441,11.223,12.217,29.498,53.972
2020-06-10 20:00,0.215,3.294,3.509,38.402,31.384,21.224,10.166,27.21,54.789
2020-06-10 21:00,0.218,2.505,2.723,50.228,13.685,8.084,5.608,20.623,76.779
2020-06-10 22:00,0.163,3.59,3.75,45.612,11.684,6.355,5.324,19.663,82.772
2020-06-10 23:00,0.203,5.972,6.232,41.508,10.371,5.048,5.322,18.614,91.4
2020-06-11 0:00,1.114,18.016,19.695,31.18,12.15,6.402,5.747,18.179,91.851
2020-06-11 1:00,0.176,9.369,9.542,46.892,10.03,5.091,4.94,17.456,91.22
2020-06-11 2:00,0.167,5.87,6.037,48.725,9.746,4.946,4.799,17.866,92.794
2020-06-11 3:00,0.108,6.278,6.386,46.819,12.869,7.551,5.321,18.25,90.18
2020-06-11 4:00,0.141,5.845,5.986,37.691,18.598,12.795,5.804,18.121,84.673
2020-06-11 5:00,0.29,4.575,4.866,33.073,22.808,16.847,5.96,17.66,81.268
2020-06-11 6:00,0.567,5.312,5.879,27.978,21.282,16.02,5.263,18.033,77.624
2020-06-11 7:00,0.843,4.054,4.897,14.177,11.314,8.834,2.487,17.306,73.067
2020-06-11 8:00,1.155,2.578,3.717,12.515,9.557,8.35,1.206,17.117,60.513
2020-06-11 9:00,1.176,2.672,3.848,21.919,9.565,8.244,1.322,18.267,50.782
2020-06-11 10:00,1.29,2.521,3.767,22.186,8.287,6.954,1.334,19.047,50.624
2020-06-11 11:00,1.233,2.704,3.937,24.137,9.399,7.297,2.102,19.908,48.916
2020-06-11 12:00,1.215,2.831,4.046,25.151,9.657,6.841,2.816,20.396,47.914
2020-06-11 13:00,0.979,2.468,3.447,28.644,10.511,7.531,2.978,21.188,45.621
2020-06-11 14:00,1.059,2.546,3.671,32.785,10.2,6.709,3.496,22.562,43.609
2020-06-11 15:00,1.004,2.818,3.823,35.42,12.851,8.844,4.007,23.393,41.29
2020-06-11 16:00,0.98,2.787,3.814,35.879,13.866,10.085,3.784,23.799,38.771
2020-06-11 17:00,0.846,2.576,3.53,36.171,11.721,8.225,3.496,23.35,39.061
2020-06-11 18:00,0.836,2.488,3.315,35.322,11.009,7.619,3.389,22.512,40.765
2020-06-11 19:00,0.447,2.22,2.667,35.962,10.678,7.62,3.058,21.345,42.106
2020-06-11 20:00,0.582,3.223,3.805,36.164,10.298,7.126,3.173,20.554,44.598
2020-06-11 21:00,0.702,5.651,6.395,34.398,10.046,6.592,3.45,19.823,47.437
2020-06-11 22:00,0.529,9.298,9.827,30.604,12.279,8.374,3.911,19.103,50.311
2020-06-11 23:00,0.422,12.27,12.692,26.262,12.536,8.016,4.52,18.442,52.735
2020-06-12 0:00,0.365,16.185,16.55,23.274,15.217,10.19,5.028,18.289,54.418
2020-06-12 1:00,0.03,8.117,8.145,32.259,14.892,10.21,4.686,18.333,55.46
2020-06-12 2:00,0.134,3.343,3.476,37.979,9.365,5.863,3.503,17.39,59.212
2020-06-12 3:00,0.136,1.718,1.854,40.751,6.684,4.02,2.663,15.937,63.831
2020-06-12 4:00,0.133,1.508,1.641,33.303,7.299,4.3,2.999,14.399,67.737
2020-06-12 5:00,0.264,1.685,1.948,31.537,7.833,5.535,2.3,13.362,63.634
2020-06-12 6:00,0.542,2.268,2.811,36.952,8.092,6.83,1.262,13.101,53.512
2020-06-12 7:00,0.678,2.954,3.632,36.585,12.254,10.724,1.533,13.248,51.466
2020-06-12 8:00,1.24,2.385,3.556,34.386,9.974,8.962,1.016,13.509,51.482
2020-06-12 9:00,0.923,2.23,3.153,33.444,6.458,5.73,0.727,13.745,50.342
2020-06-12 10:00,1.034,2.062,3.096,32.484,6.708,5.969,0.742,15.359,46.073
2020-06-12 11:00,0.915,1.892,2.807,31.16,6.157,5.482,0.681,16.307,43.545
2020-06-12 12:00,1.162,1.797,3.098,31.825,8.038,7.225,0.813,16.971,41.464
2020-06-12 13:00,1.195,1.773,2.941,32.738,9.2,8.209,0.99,17.803,40.343
2020-06-12 14:00,0.853,1.669,2.444,34.309,8.254,7.223,1.029,18.268,39.193
2020-06-12 15:00,0.949,2.071,3.02,34.092,6.185,4.869,1.315,18.792,40.603
2020-06-12 16:00,0.764,2.105,2.869,34.413,9.185,7.106,2.079,18.185,40.902
2020-06-12 17:00,0.584,1.671,2.255,36.632,13.137,10.437,2.7,16.967,39.961
2020-06-12 18:00,0.676,1.987,2.663,36.596,8.539,6.292,2.25,16.041,38.755
2020-06-12 19:00,0.391,1.664,2.055,36.781,6.911,4.857,2.054,14.776,40.606
2020-06-12 20:00,0.642,3.21,3.852,33.524,5.777,3.851,1.926,13.343,44.37
2020-06-12 21:00,0.389,3.033,3.422,31.016,5.767,3.583,2.178,12.023,49.821
2020-06-12 22:00,0.315,2.881,3.196,27.898,4.863,2.741,2.12,10.983,50.832
2020-06-12 23:00,0.246,2.699,2.945,25.642,6.139,3.802,2.337,10.199,55.577
2020-06-13 0:00,0.238,2.577,2.815,23.827,5.969,3.221,2.748,9.468,60.899
2020-06-13 1:00,0.048,4.458,4.503,22.419,5.225,2.397,2.827,9.109,64.956
2020-06-13 2:00,0.617,4.639,5.256,19.276,6.323,3.204,3.119,8.64,70.192
2020-06-13 3:00,0.464,2.756,3.22,19.603,5.358,2.737,2.619,8.426,67.508
2020-06-13 4:00,0.515,3.045,3.561,20.203,5.28,2.547,2.732,8.944,61.635
2020-06-13 5:00,0.455,3.591,4.046,19.733,7.095,4.449,2.647,9.13,60.275
2020-06-13 6:00,0.317,2.417,2.734,18.394,5.921,3.48,2.44,9.254,62.663
2020-06-13 7:00,0.678,2.685,3.362,20.138,7.258,4.563,2.699,10.437,58.818
2020-06-13 8:00,0.745,1.811,2.556,21.9,6.5,3.975,2.526,12.903,51.467
2020-06-13 9:00,0.772,1.295,2.006,25.034,5.837,3.633,2.204,14.837,45.141
2020-06-13 10:00,0.656,1.256,1.912,28.458,5.436,3.363,2.078,16.164,38.676
2020-06-13 11:00,0.547,1.054,1.668,32.493,5.381,3.517,1.866,17.018,33.952
2020-06-13 12:00,0.575,1.148,1.711,35.062,7.149,5.007,2.143,17.843,31.021
2020-06-13 13:00,0.603,1.213,1.817,34.432,7.767,5.54,2.225,18.518,31.048
2020-06-13 14:00,0.616,1.142,1.757,34.208,7.067,4.721,2.348,18.549,31.812
2020-06-13 15:00,0.614,1.154,1.768,34.379,7.626,5.059,2.564,19.125,30.551
2020-06-13 16:00,0.676,2.08,2.756,38.896,9.765,6.55,3.217,18.387,33.258
2020-06-13 17:00,0.483,1.751,2.234,42.072,9.552,6.258,3.29,17.227,34.038
2020-06-13 18:00,0.388,1.431,1.819,41.26,10.499,7.594,2.911,16.039,33.368
2020-06-13 19:00,0.543,2.289,2.832,40.266,10.02,6.885,3.135,14.968,35.779
2020-06-13 20:00,0.659,6.513,7.253,35.57,7.783,4.515,3.269,13.696,41.647
2020-06-13 21:00,0.516,10.163,10.423,29.335,10.043,5.678,4.367,12.196,55.869
2020-06-13 22:00,0.409,7.001,7.363,26.703,9.097,4.475,4.621,11.207,64.508
2020-06-13 23:00,0.159,4.617,4.776,25.114,10.474,5.481,4.995,10.627,62.782
2020-06-14 0:00,0.237,8.109,8.346,18.656,12.358,6.503,5.851,10.007,65.759
2020-06-14 1:00,-0.045,7.529,7.478,18.951,12.154,6.08,6.075,9.241,68.295
2020-06-14 2:00,7.651,11.719,21.347,12.685,10.229,5.252,4.975,8.825,69.634
2020-06-14 3:00,3.656,17.289,20.623,5.631,8.601,4.263,4.337,8.279,70.036
2020-06-14 4:00,0.244,6.095,6.339,12.55,8.864,4.926,3.937,7.809,69.737
2020-06-14 5:00,0.369,6.635,7.004,9.557,8.285,4.395,3.89,7.389,71.129
2020-06-14 6:00,1.687,7.078,8.764,10.904,7.773,4.104,3.667,9.701,60.644
2020-06-14 7:00,1.631,3.623,5.612,17.927,10.814,8.001,2.81,12.77,49.388
2020-06-14 8:00,2.608,3.051,5.738,21.643,5.642,2.76,2.871,14.201,43.769
2020-06-14 9:00,2.285,2.25,4.202,24.234,8.638,5.102,3.543,15.504,40.411
2020-06-14 10:00,0.516,1.094,1.61,27.308,4.67,2.668,2.002,15.935,39.703
2020-06-14 11:00,1.053,1.247,2.29,28.898,4.747,2.772,1.976,16.597,35.995
2020-06-14 12:00,0.982,1.795,2.777,28.776,6.049,3.855,2.194,17.101,36.626
2020-06-14 13:00,1.471,1.703,3.409,29.149,6.231,3.91,2.323,17.046,36.372
2020-06-14 14:00,0.541,1.044,1.585,30.097,5.157,2.635,2.522,17.265,36.409
2020-06-14 15:00,0.555,1.101,1.656,30.333,6.066,3.709,2.367,17.239,34.097
2020-06-14 16:00,0.399,0.865,1.264,31.049,4.413,2.746,1.666,17.353,31.533
2020-06-14 17:00,0.425,0.971,1.396,31.589,4.664,2.773,1.893,17.288,30.366
2020-06-14 18:00,0.472,1.037,1.509,32.002,4.995,3.163,1.832,16.663,31.26
2020-06-14 19:00,0.917,3.236,4.029,31.298,6.811,4.189,2.624,16.067,34.436
2020-06-14 20:00,0.633,4.482,4.919,30.138,7.357,4.221,3.138,15.234,36.023
2020-06-14 21:00,0.14,2.664,2.804,30.384,9.289,5.846,3.448,14.136,38.737
2020-06-14 22:00,0.129,4.574,4.704,27.042,9.29,5.685,3.608,13.12,42.841
2020-06-14 23:00,0.499,6.508,6.967,24.359,9.304,5.272,4.034,12.5,45.494
2020-06-15 0:00,0.307,6.543,6.85,22.77,9.063,5.181,3.886,11.598,48.874
2020-06-15 1:00,0.62,13.834,14.453,15.729,11.746,7.068,4.68,11.115,52.076
2020-06-15 2:00,0.79,10.537,11.326,18.241,9.84,5.245,4.593,11.105,52.796
2020-06-15 3:00,0.383,8.852,9.263,16.681,11.107,6.729,4.379,10.263,56.494
2020-06-15 4:00,0.697,10.071,10.753,15.043,14.55,9.871,4.684,9.963,58.651
2020-06-15 5:00,1.249,10.614,11.863,15.151,16.23,10.882,5.348,10.04,60.067
2020-06-15 6:00,2.974,12.376,15.349,14.046,36.35,28.207,8.14,11.946,57.516
2020-06-15 7:00,2.954,7.189,10.154,19.664,28.473,22.826,5.643,14.522,51.581
2020-06-15 8:00,4.479,6.067,10.244,24.806,21.013,16.214,4.8,16.77,45.089
2020-06-15 9:00,2.083,3.696,6.668,28.984,15.545,11.347,4.203,18.369,40.543
2020-06-15 10:00,2.024,3.819,6.171,29.993,10.747,6.967,3.785,18.97,37.013
2020-06-15 11:00,0.912,2.161,3.073,31.354,9.422,5.912,3.509,19.35,34.782
2020-06-15 12:00,0.707,1.756,2.463,33.285,8.28,4.933,3.349,19.779,32.984
2020-06-15 13:00,0.702,1.738,2.44,35.204,8.432,5.055,3.378,19.764,32.941
2020-06-15 14:00,0.989,2.347,3.336,38.268,7.245,4.093,3.154,19.791,31.436
2020-06-15 15:00,0.528,1.504,2.032,39.164,7.497,4.505,2.992,20.154,28.512
2020-06-15 16:00,0.817,2.428,3.223,41.057,10.099,6.659,3.432,20.296,29.281
2020-06-15 17:00,1.074,3.287,4.686,41.327,10.373,6.919,3.455,20.335,29.858
2020-06-15 18:00,1.153,4.503,5.939,41.757,10.757,6.988,3.765,20.043,31.213
2020-06-15 19:00,0.406,2.803,3.21,43.07,9.899,6.357,3.543,18.691,32.462
2020-06-15 20:00,0.365,5.318,5.682,40.081,15.285,11.374,3.933,17.448,34.03
2020-06-15 21:00,2.045,11.597,13.621,30.203,35.688,30.538,5.208,15.616,37.049
2020-06-15 22:00,1.241,24.001,25.196,15.331,30.892,24.768,6.037,14.509,42.479
2020-06-15 23:00,2.234,32.327,34.561,5.925,20.298,13.964,6.333,13.832,46.533
2020-06-16 0:00,1.006,24.882,25.887,9.765,18.794,11.52,7.275,13.34,49.205
2020-06-16 1:00,0.142,16.016,16.156,18.592,14.876,8.698,6.176,12.786,51.725
2020-06-16 2:00,0.887,17.496,19.417,12.818,17.994,11.301,6.698,12.033,56.26
2020-06-16 3:00,0.601,12.646,13.184,16.849,17.572,11.259,6.292,11.603,58.9
2020-06-16 4:00,0.748,11.252,12.006,15.837,12.971,7.118,5.853,10.999,62.102
2020-06-16 5:00,1.21,14.28,15.395,13.145,16.618,10.394,6.217,10.731,63.522
2020-06-16 6:00,2.27,13.869,16.139,14.755,19.797,13.427,6.357,12.441,59.689
2020-06-16 7:00,5.219,14.763,19.982,17.983,29.863,23.336,6.545,16.67,48.834
