Timestamp,Temperature[degC],Humidity[percent],PM1.0[ug/m^3],PM2.5[ug/m^3],PM10.0[ug/m^3],O3[ppb],NO2[ppb],Pressure[Pa],Airpointer_NO2[ppb],Airpointer_O3[ppb],Airpointer_Temperature[degC],Airpointer_NO[ppb],Airpointer_NOx[ppb],Airpointer_PM10[ppb],Airpointer_PM2.5[ppb],Airpointer_PM10-2.5[ppb],Airpointer_Humidity[percent]
2020-05-11 10:00,7.936333333,62.3125,3.766111111,7.587777778,10.11722222,50.944,99.19294444,99391.56778,3.8085,24.82316667,4.834,2.1515,4.834,4.139,3.054166667,1.083833333,77.10416667
2020-05-11 11:00,9.929833333,59.10183333,2.279444444,3.221111111,3.446111111,49.17855556,95.60405556,99434.39333,3.826,24.3075,4.918833333,1.9965,4.918833333,5.382,3.5885,1.794166667,75.52833333
2020-05-11 12:00,10.67044444,56.11072222,2.568888889,3.639444444,3.839444444,48.647,85.89811111,99451.20611,2.444333333,21.55516667,5.917,1.754,5.917,5.100166667,2.863666667,2.236166667,65.322
2020-05-11 13:00,11.31677778,49.80444444,1.108888889,1.732777778,1.864444444,44.78483333,82.30972222,99446.49389,1.817666667,22.02516667,7.137,1.499,7.137,4.107166667,1.730666667,2.377333333,55.12966667
2020-05-11 14:00,12.65661111,41.38994444,1.622777778,2.016666667,2.136111111,42.85172222,79.53183333,99479.13611,1.385666667,23.29783333,7.474333333,1.6835,7.474333333,4.480666667,1.632833333,2.849166667,49.96583333
2020-05-11 15:00,14.486,34.88366667,0.271666667,0.478888889,0.551111111,44.02261111,69.47938889,99502.13,1.2975,25.62216667,7.480666667,1.1195,7.480666667,6.234,2.644333333,3.591833333,48.2765
2020-05-11 16:00,14.85983333,32.38516667,0.665555556,1.482222222,1.673333333,47.26738889,67.64694444,99517.15556,1.3795,27.016,7.660166667,1.062166667,7.660166667,9.113,4.056333333,5.056166667,47.16233333
2020-05-11 17:00,14.62472222,31.89372222,2.115555556,3.878333333,4.198333333,48.429,70.60961111,99536.54667,1.605666667,25.46333333,6.374166667,0.654833333,6.374166667,9.947166667,4.988166667,4.958833333,49.87033333
2020-05-11 18:00,12.56388889,35.381,7.95,11.34833333,11.93666667,48.51005556,64.75788889,99567.09111,2.124333333,23.443,5.268166667,0.632333333,5.268166667,9.358,5.6325,3.7245,52.221
2020-05-11 19:00,10.29766667,39.25194444,6.672222222,9.763333333,10.48166667,49.05783333,76.79761111,99603.17333,3.017333333,21.70733333,3.982833333,0.562666667,3.982833333,8.131666667,4.660666667,3.4715,55.377
2020-05-11 20:00,8.457111111,42.3275,11.64777778,15.42611111,16.34,48.16116667,78.97716667,99643.455,4.819666667,19.91116667,2.990333333,0.648666667,2.990333333,9.126,4.050333333,5.077,57.94533333
2020-05-11 21:00,6.706833333,45.71272222,10.61777778,12.70277778,13.61611111,48.06488889,81.99961111,99701.21778,4.9225,19.18383333,1.8595,0.465166667,1.8595,7.147333333,3.7685,3.378833333,60.9565
2020-05-11 22:00,5.617944444,48.09833333,1.967777778,3.034444444,3.348888889,47.99444444,83.48888889,99775.43167,4.4925,20.25266667,0.7455,0.353,0.7455,5.496333333,3.2535,2.243,62.00233333
2020-05-11 23:00,4.511277778,49.06633333,0.861111111,1.66,1.890555556,48.44205556,83.48827778,99812.70389,4.052,25.26933333,0.333166667,0.316166667,0.333166667,6.5165,3.597333333,2.921166667,59.46233333
2020-05-12 1:00,3.459055556,48.47488889,6.993888889,9.097222222,9.878888889,51.89183333,83.96238889,99862.19,15.39466667,15.879,-0.683333333,0.696666667,-0.683333333,7.578666667,4.142,3.437166667,60.69483333
2020-05-12 2:00,2.726611111,49.71733333,5.635,8.481111111,9.178333333,52.69211111,89.37144444,99856.82167,12.81283333,18.818,-1.352166667,0.609333333,-1.352166667,8.335166667,4.300833333,4.034,63.3815
2020-05-12 3:00,2.229333333,51.60922222,8.420555556,11.85333333,12.81388889,52.1575,90.19505556,99867.78333,10.41016667,20.949,-1.705166667,1.498333333,-1.705166667,8.256666667,4.321,3.933833333,66.10683333
2020-05-12 4:00,2.069944444,52.80372222,12.815,16.79166667,19.25277778,51.98027778,90.64122222,99885.12944,13.77416667,17.226,-1.849,1.329333333,-1.849,9.262333333,4.415166667,4.847166667,66.06083333
2020-05-12 5:00,1.911777778,52.87788889,19.51722222,22.51611111,25.86166667,52.32761111,92.84611111,99910.63389,16.7015,15.69316667,-1.122166667,3.1265,-1.122166667,10.5035,4.774666667,5.729,62.91283333
2020-05-12 6:00,2.671166667,51.21055556,3.454444444,5.408888889,6.132777778,54.16438889,103.4653333,99927.74333,14.00016667,19.81416667,0.274833333,4.957333333,0.274833333,13.62116667,5.088666667,8.533833333,60.527
2020-05-12 7:00,6.537277778,42.93188889,2.740555556,4.548333333,5.113888889,52.35738889,96.74822222,99947.17611,7.979166667,27.58266667,1.637166667,3.577333333,1.637166667,12.05683333,4.531333333,7.526333333,54.63616667
2020-05-12 8:00,8.115611111,38.67505556,2.660555556,4.196666667,4.617222222,51.72066667,87.48077778,99957.84833,5.294,29.25633333,4.303,2.919,4.303,15.077,4.451,10.627,41.63866667
2020-05-12 9:00,10.59466667,31.51038889,2.779444444,4.01,4.408888889,49.59761111,83.44683333,99934.80444,2.407666667,33.58383333,7.116333333,1.445833333,7.116333333,10.71883333,3.63,7.090166667,31.67033333
2020-05-12 10:00,15.38938889,22.5825,2.178333333,3.2,3.49,49.48977778,70.36922222,99901.21222,2.137666667,35.27066667,8.759833333,1.434166667,8.759833333,9.7065,3.968333333,5.737333333,30.05633333
2020-05-12 11:00,18.09688889,20.60322222,1.25,2.301111111,2.580555556,51.7905,72.98638889,99868.20167,2.546,35.73266667,8.089,1.097166667,8.089,11.679,4.032333333,7.6495,27.86833333
2020-05-12 12:00,16.50866667,19.41822222,3.005,4.375,4.824444444,52.16838889,68.73355556,99854.51778,3.565333333,35.221,7.587666667,1.526166667,7.587666667,11.4065,4.258833333,7.148333333,32.337
2020-05-12 13:00,13.71322222,24.00705556,3.852777778,5.453888889,5.849444444,52.87427778,78.56727778,99878.32278,4.027333333,34.83166667,6.4965,1.766,6.4965,12.11133333,4.696,7.416333333,43.88533333
2020-05-12 14:00,12.31938889,31.47877778,3.983333333,5.628888889,6.035555556,53.20872222,75.60833333,99926.01278,3.166833333,35.61366667,6.8345,1.3665,6.8345,12.10616667,4.763666667,7.344333333,44.13733333
2020-05-12 15:00,12.29766667,32.47888889,3.63,5.319444444,5.686666667,50.95416667,73.20572222,99952.65444,3.4895,34.87733333,7.375833333,1.436,7.375833333,11.64616667,4.719333333,6.925666667,42.32566667
2020-05-12 16:00,12.85938889,30.67344444,2.925555556,4.575,4.931111111,50.56961111,64.54416667,99974.67444,2.784333333,35.98116667,7.8815,0.936,7.8815,10.43516667,4.3895,6.046833333,38.95083333
2020-05-12 17:00,13.12744444,29.15855556,3.161666667,4.605,4.95,50.98205556,64.14372222,100012.4422,2.613333333,37.79333333,7.763333333,0.728666667,7.763333333,10.94216667,4.482833333,6.4575,38.67366667
2020-05-12 18:00,12.85627778,29.24777778,4.4,6.226111111,6.659444444,51.64927778,54.75966667,100040.0222,3.699333333,37.3595,6.614666667,0.658333333,6.614666667,11.1275,4.7265,6.399666667,40.97983333
2020-05-12 19:00,11.01661111,32.36944444,3.193888889,5.011111111,5.393888889,54.35633333,63.08277778,100078.5511,5.610333333,34.38433333,5.428833333,0.418,5.428833333,11.00533333,4.858333333,6.146166667,44.871
2020-05-12 20:00,9.388333333,36.05783333,7.626111111,10.12,10.82388889,54.02627778,64.50366667,100132.0956,5.928333333,33.30883333,4.097166667,0.316333333,4.097166667,9.178166667,4.270833333,4.9085,46.76966667
2020-05-12 21:00,7.802,37.78361111,17.38166667,22.08333333,24.17166667,53.85833333,68.12588889,100206.9161,4.2075,35.07216667,2.8765,0.344166667,2.8765,6.9055,3.584666667,3.320833333,47.20866667
2020-05-12 22:00,6.536944444,38.45711111,2.476111111,3.676666667,4.147222222,52.99972222,69.62072222,100274.195,5.872,32.70616667,1.797333333,0.487166667,1.797333333,7.940833333,3.532333333,4.4095,46.586
2020-05-12 23:00,5.350888889,38.26211111,1.847222222,2.950555556,3.262222222,53.92644444,71.07455556,100332.855,6.597666667,31.16883333,1.055,0.321,1.055,7.200166667,3.764333333,3.4365,50.23566667
2020-05-13 1:00,3.770166667,44.72127778,4.283333333,5.940555556,6.452222222,53.27627778,75.29733333,100423.5233,11.92216667,23.95966667,-0.046333333,0.333166667,-0.046333333,9.066666667,4.575666667,4.490833333,58.81183333
2020-05-13 2:00,3.207277778,47.659,7.848333333,11.12944444,12.30833333,52.66872222,79.56066667,100445.2911,13.88933333,21.798,-0.282666667,0.427333333,-0.282666667,9.126333333,5.294,3.832833333,63.59866667
2020-05-13 3:00,2.846777778,51.15794444,6.487777778,10.78111111,11.82777778,53.06244444,82.69383333,100490.1311,16.39633333,18.8855,-0.4325,2.172,-0.4325,9.252833333,4.85,4.4035,64.8275
2020-05-13 4:00,2.561277778,52.29072222,6.184444444,10.01222222,10.89333333,53.64133333,85.01566667,100538.2633,15.85983333,19.33116667,-0.621333333,2.062,-0.621333333,8.873666667,4.194833333,4.677833333,64.702
2020-05-13 5:00,2.227555556,52.94077778,6.468888889,9.773333333,10.51611111,53.68311111,88.59155556,100584.7528,15.7065,19.1055,0.491666667,3.081333333,0.491666667,10.30266667,4.248333333,6.054166667,61.03416667
2020-05-13 6:00,3.387888889,51.46322222,7.296111111,10.135,11.45444444,51.58733333,97.69933333,100632.8733,11.18416667,24.79983333,3.918333333,3.4765,3.918333333,9.411333333,3.978666667,5.432166667,50.79016667
2020-05-13 7:00,9.689666667,37.67222222,2.633333333,3.848888889,4.221666667,48.40111111,93.98866667,100663.375,7.146333333,30.73566667,7.933,3.020666667,7.933,10.21633333,3.606333333,6.611833333,39.19116667
2020-05-13 8:00,16.216,25.46444444,1.603888889,2.525,2.830555556,48.68544444,68.69188889,100704.6944,4.245666667,34.55616667,10.0875,2.063,10.0875,9.1215,3.521166667,5.598333333,32.43966667
2020-05-13 9:00,20.08405556,20.3505,1.265,2.084444444,2.294444444,52.16805556,60.74011111,100730.7744,2.667833333,37.4365,10.95883333,1.2395,10.95883333,8.6335,3.468166667,5.167,28.12616667
2020-05-13 10:00,21.95027778,17.90905556,0.880555556,1.648888889,1.832222222,51.67955556,70.85766667,100734.4289,2.524333333,38.649,12.35066667,1.638666667,12.35066667,8.588166667,3.6595,4.929833333,25.6405
2020-05-13 11:00,22.58038889,17.11183333,1.052222222,1.957777778,2.175555556,51.99555556,75.32516667,100748.2089,2.33,40.45166667,12.08283333,1.157,12.08283333,10.983,4.0675,6.915166667,25.24133333
2020-05-13 12:00,21.73794444,18.30716667,1.493888889,2.539444444,2.758888889,52.60338889,72.98383333,100723.4511,6.6275,37.218,10.94883333,4.177833333,10.94883333,27.31933333,6.209,21.11183333,28.4625
2020-05-13 13:00,19.51988889,20.16283333,3.512777778,5.186666667,5.668333333,53.27622222,65.97427778,100681.9422,6.623833333,38.08166667,11.15683333,3.594833333,11.15683333,25.9135,6.056333333,19.85883333,27.77316667
2020-05-13 14:00,18.42294444,20.89294444,3.388888889,5.101666667,5.617777778,53.26338889,73.66216667,100636.7122,6.66,40.79616667,11.84416667,3.263166667,11.84416667,23.13016667,6.829333333,16.3,25.96583333
2020-05-13 15:00,19.50077778,19.42655556,4.191111111,6.267777778,6.8,52.97955556,68.67683333,100595.8428,7.237166667,42.33533333,12.57383333,2.985833333,12.57383333,23.37183333,7.301833333,16.07016667,25.6165
2020-05-13 16:00,20.41627778,19.42494444,4.792777778,7.215555556,7.823333333,54.4465,66.83933333,100546.3339,8.077,43.95533333,12.38366667,2.998,12.38366667,19.98633333,7.459333333,12.5275,25.71066667
2020-05-13 17:00,20.15105556,18.75811111,5.298888889,8.001666667,8.666666667,57.07927778,60.76688889,100539.8533,6.292333333,47.065,11.991,1.354333333,11.991,18.59783333,7.5815,11.01783333,26.07716667
2020-05-13 18:00,17.47516667,20.77372222,5.925,9.046111111,9.705,58.40794444,54.87761111,100522.3706,7.497666667,46.53233333,10.58066667,0.9865,10.58066667,17.8055,7.548333333,10.2575,27.2495
2020-05-13 19:00,14.51494444,23.33116667,6.263333333,9.372777778,10.06166667,57.71055556,59.46961111,100531.5561,8.695166667,43.55633333,10.06516667,0.5785,10.06516667,16.07266667,6.8965,9.175166667,28.26683333
2020-05-13 20:00,13.02727778,25.28772222,7.814444444,10.69888889,11.49222222,55.81155556,55.00961111,100546.5394,10.97833333,38.80066667,8.977166667,0.604333333,8.977166667,14.51383333,6.291333333,8.222833333,31.52866667
2020-05-13 21:00,11.98822222,28.50272222,10.34833333,13.9,14.86444444,55.84744444,56.78033333,100554.3383,11.41866667,34.98333333,8.284166667,0.310833333,8.284166667,13.856,6.392166667,7.462833333,39.009
2020-05-13 22:00,11.08533333,34.58338889,7.764444444,10.965,11.94555556,54.66733333,58.32816667,100576.5994,15.019,30.5205,7.588,1.673166667,7.588,14.21533333,6.885666667,7.331833333,42.11716667
2020-05-13 23:00,10.31061111,37.09983333,5.448333333,8.407777778,9.135555556,52.64655556,61.88988889,100589.7456,20.02233333,21.63066667,7.184833333,1.1435,7.184833333,18.2795,8.053666667,10.2295,44.43816667
2020-05-14 1:00,9.418055556,39.43816667,10.90444444,15.32055556,16.75555556,48.69811111,69.25383333,100542.425,38.97216667,1.245666667,5.303333333,4.503333333,5.303333333,21.23683333,8.415,12.82066667,48.83166667
2020-05-14 2:00,8.524166667,40.89744444,11.13666667,16.08277778,17.41666667,50.55933333,70.793,100522.5256,36.06966667,5.622833333,5.4875,9.339833333,5.4875,27.679,8.851833333,18.8265,47.8025
2020-05-14 3:00,8.298555556,41.2635,8.214444444,13.25722222,14.34611111,49.65055556,75.56216667,100488.8856,30.93916667,12.618,5.538333333,6.336166667,5.538333333,25.75433333,8.733333333,17.023,48.87166667
2020-05-14 4:00,8.809111111,40.31572222,11.93222222,16.39555556,17.60111111,50.14266667,70.24544444,100450.375,24.27666667,16.304,5.148666667,2.903666667,5.148666667,19.01183333,9.099833333,9.912833333,54.00633333
2020-05-14 6:00,8.755333333,44.74455556,13.40722222,19.885,21.54166667,51.15294444,75.24011111,100407.5567,25.76866667,13.81433333,5.4565,4.660166667,5.4565,24.56766667,9.7295,14.83833333,54.36766667
2020-05-14 7:00,9.147833333,43.70761111,11.72888889,17.24777778,18.605,49.36172222,70.247,100425.3783,21.6055,19.82433333,6.802,8.779666667,6.802,21.74183333,9.294333333,12.44766667,51.16533333
2020-05-14 8:00,10.71538889,41.45488889,8.376666667,12.91722222,14.04444444,47.59333333,72.27961111,100371.3822,15.119,31.045,8.9025,5.755333333,8.9025,21.61633333,8.322666667,13.29333333,39.975
2020-05-14 9:00,13.43494444,32.61788889,7.938333333,11.62111111,12.515,46.70488889,60.38444444,100287.0478,9.328833333,35.5135,9.009666667,3.611,9.009666667,15.72333333,6.4065,9.3195,43.038
2020-05-14 10:00,15.25327778,31.73366667,4.448888889,7.007777778,7.581666667,50.66788889,49.22938889,100208.7428,11.87316667,32.29783333,8.920166667,5.6755,8.920166667,14.55816667,6.681833333,7.876666667,49.41583333
2020-05-14 11:00,15.32633333,34.93661111,4.826111111,7.952222222,8.611111111,52.06172222,56.00761111,100143.635,14.79816667,30.31383333,8.762,7.757333333,8.762,16.59516667,7.5785,9.016,52.01533333
2020-05-14 12:00,15.15716667,36.19522222,6.15,9.962222222,10.73888889,50.96288889,53.21422222,100067.88,6.101333333,37.86283333,9.460166667,1.741166667,9.460166667,16.41366667,7.539166667,8.875,47.8915
2020-05-14 13:00,15.17116667,35.65233333,5.606111111,9.251666667,10.02666667,48.43744444,53.18194444,99922.85833,10.3525,34.63066667,8.673666667,3.351833333,8.673666667,16.42983333,7.991833333,8.440333333,49.469
2020-05-14 14:00,14.538,35.94466667,6.572222222,11.07888889,12.07166667,50.52672222,48.47611111,99802.08722,7.648333333,37.3565,8.205666667,1.129,8.205666667,17.78266667,8.493833333,9.290666667,51.165
2020-05-14 15:00,13.07,38.80005556,11.28111111,17.47944444,19.01944444,50.14544444,50.22166667,99718.29222,13.47033333,35.98183333,9.201166667,2.916333333,9.201166667,20.60616667,9.138833333,11.46533333,46.2075
2020-05-14 16:00,12.98627778,37.61311111,10.30444444,16.49222222,18.12666667,50.73272222,61.413,99618.95167,28.49316667,24.82566667,8.278833333,12.38883333,8.278833333,18.76433333,9.4935,9.2695,60.19866667
2020-05-14 17:00,12.95111111,48.06833333,10.74333333,17.03944444,18.32333333,54.27661111,65.02366667,99579.73056,13.19633333,34.41866667,7.174,1.942333333,7.174,18.81216667,10.081,8.729666667,71.06833333
2020-05-14 18:00,11.71283333,55.46833333,10.71388889,17.44166667,18.84277778,51.85238889,66.78838889,99582.99833,12.3445,34.63566667,6.356,1.7185,6.356,17.08866667,10.00316667,7.084,80.70883333
2020-05-14 19:00,10.89316667,62.42277778,8.879444444,15.11333333,16.22277778,54.49138889,74.04516667,99504.32833,11.8735,36.2785,6.271,0.809666667,6.271,16.36816667,10.527,5.839666667,87.05
2020-05-14 20:00,10.37283333,67.51505556,9.661111111,16.34444444,17.61277778,55.68238889,80.2145,99427.78944,27.16333333,22.714,6.713166667,3.069833333,6.713166667,19.52116667,12.31266667,7.210166667,87.97683333
2020-05-14 21:00,10.44133333,68.76372222,11.97444444,20.28055556,21.76555556,57.99044444,91.09833333,99411.35722,21.22716667,24.80666667,6.859,2.4085,6.859,33.40833333,14.9055,18.50583333,88.97333333
2020-05-14 22:00,10.71372222,69.31622222,14.25,24.70777778,26.60166667,56.80938889,88.75077778,99400.67556,27.33883333,20.31733333,7.328166667,2.973666667,7.328166667,39.5735,17.35666667,22.21583333,87.87433333
2020-05-14 23:00,10.86516667,70.07138889,16.85111111,30.30333333,33.74666667,58.28205556,94.99911111,99331.12444,19.13033333,24.9495,7.681166667,0.3905,7.681166667,224.3715,24.34283333,200.0078333,88.6295
2020-05-15 1:00,11.43333333,70.12783333,19.37222222,38.04666667,47.84722222,53.03538889,91.34355556,99255.12222,32.24283333,6.432666667,8.385,2.4345,8.385,62.452,29.69483333,32.762,87.72016667
2020-05-15 2:00,11.60377778,70.27722222,19.72666667,38.17777778,48.24222222,56.03705556,101.5209444,99232.58111,33.91216667,1.992833333,8.613333333,4.048666667,8.613333333,54.3605,30.01,24.35066667,88.17466667
2020-05-15 3:00,11.99916667,70.44,21.37222222,40.02888889,50.58111111,55.08905556,101.7526667,99192.52333,23.03283333,10.02116667,9.095833333,0.734833333,9.095833333,61.018,37.52733333,23.49033333,88.6815
2020-05-15 4:00,12.4525,70.81005556,24.26944444,44.38833333,57.18833333,53.53605556,99.89766667,99198.715,21.518,8.772166667,9.471666667,0.825166667,9.471666667,56.14366667,34.116,22.02783333,88.11016667
2020-05-15 5:00,12.83911111,69.649,23.87444444,42.94277778,54.85666667,51.91566667,96.72794444,99211.52611,26.74983333,2.748166667,8.994666667,7.844166667,8.994666667,60.13033333,31.991,28.14166667,87.74233333
2020-05-15 6:00,12.62588889,69.23127778,25.97,43.79611111,54.425,50.58766667,97.98005556,99226.21333,27.44816667,1.926166667,9.110333333,20.39016667,9.110333333,68.63716667,37.0865,31.55166667,88.56016667
2020-05-15 7:00,12.76333333,69.46077778,20.82666667,40.03111111,52.53055556,51.84816667,101.3630556,99237.04278,29.2105,2.358666667,8.602333333,33.4995,8.602333333,64.40666667,38.74783333,25.65883333,89.51466667
2020-05-15 8:00,12.89144444,68.40894444,24.71722222,44.56777778,57.58111111,52.73838889,100.9695556,99220.11,35.883,2.760666667,8.8435,42.409,8.8435,50.38433333,32.51016667,17.87366667,89.6345
2020-05-15 9:00,13.00172222,70.373,22.87833333,41.59277778,52.81277778,57.15227778,107.4559444,99114.67222,31.0745,9.123666667,9.327166667,22.75883333,9.327166667,26.22816667,17.1975,9.029833333,89.84316667
2020-05-15 10:00,13.57594444,70.55983333,15.89611111,28.65,32.93388889,58.84022222,108.867,99026.03722,23.46533333,16.79016667,10.4535,14.58516667,10.4535,21.6875,13.862,7.825333333,90.68183333
2020-05-15 11:00,14.82788889,69.30666667,12.48444444,22.445,25.08222222,58.827,106.9817222,98944.32778,15.08466667,20.08433333,11.62316667,4.744833333,11.62316667,27.12716667,16.15583333,10.97133333,90.79466667
2020-05-15 12:00,16.00427778,68.56216667,13.95222222,26.44777778,30.36444444,56.09511111,106.1382222,98899.77444,22.1255,13.2035,13.98583333,9.848833333,13.98583333,32.25816667,18.96783333,13.29116667,87.98033333
2020-05-15 13:00,17.99205556,68.21616667,18.505,32.615,38.90666667,58.5575,112.8340556,98858.535,22.282,14.34066667,16.015,9.471333333,16.015,27.93233333,18.69966667,9.2325,88.03483333
2020-05-15 14:00,19.8965,68.66294444,23.54222222,37.61611111,44.93888889,61.72794444,113.3506667,98867.59056,10.30916667,15.94233333,15.99833333,3.606833333,15.99833333,11.28033333,7.233666667,4.045666667,82.97083333
2020-05-15 15:00,21.02394444,60.37288889,7,10.90777778,11.53611111,47.28961111,90.33911111,98944.54222,5.4715,17.91516667,14.19433333,2.005166667,14.19433333,8.2155,4.785666667,3.428666667,85.65883333
2020-05-15 16:00,19.103,62.21416667,5.421111111,7.437222222,7.707777778,47.56216667,89.32022222,99005.85167,4.589833333,25.31183333,14.66766667,1.014666667,14.66766667,5.402833333,3.273166667,2.131,81.62833333
2020-05-15 17:00,19.11288889,60.88688889,2.718888889,3.515,3.644444444,49.45738889,90.559,99049.78833,3.203833333,30.24133333,15.24766667,0.6165,15.24766667,4.393833333,2.272333333,2.12,75.89266667
2020-05-15 18:00,19.49522222,57.68588889,0.922777778,1.301111111,1.39,49.07977778,88.18661111,99125.20111,3.2075,33.304,14.32566667,0.862833333,14.32566667,3.573166667,1.892833333,1.680666667,74.33083333
2020-05-15 19:00,18.58772222,55.95716667,0.904444444,1.24,1.311111111,51.89694444,81.57055556,99249.28833,3.8795,33.35116667,12.974,0.311,12.974,5.396833333,2.34,3.056833333,77.79666667
2020-05-15 20:00,16.79927778,59.09644444,0.991111111,1.467222222,1.556666667,53.20366667,84.08866667,99344.70944,5.114833333,30.68633333,11.66466667,0.299666667,11.66466667,4.6925,2.629,2.062333333,80.59066667
2020-05-15 21:00,15.31683333,61.71933333,1.446111111,2.030555556,2.112777778,53.64305556,87.97211111,99440.40167,5.511333333,29.2345,10.99033333,0.415166667,10.99033333,4.811,2.955833333,1.8565,81.40066667
2020-05-15 22:00,14.3325,63.482,2.605555556,3.414444444,3.575,53.46183333,91.25905556,99524.87667,4.9775,29.87033333,10.43133333,0.3605,10.43133333,5.203166667,3.330833333,1.869666667,81.68916667
2020-05-15 23:00,13.72044444,64.2875,5.747222222,7.245555556,7.795,53.40905556,90.68622222,99587.60333,4.399,28.59783333,9.368833333,0.263166667,9.368833333,5.950333333,4.370833333,1.5795,83.6455
2020-05-16 1:00,12.02088889,67.65461111,5.613888889,8.514444444,8.862222222,52.77983333,96.54461111,99682.76056,3.526666667,28.07,8.9555,0.237833333,8.9555,7.2825,5.4405,1.841666667,87.8985
2020-05-16 2:00,12.05905556,70.52483333,6.654444444,10.20277778,10.76111111,54.63111111,101.0061667,99737.57111,2.934833333,28.735,9.104833333,0.218333333,9.104833333,7.039833333,5.029333333,2.010666667,86.67066667
2020-05-16 3:00,12.51972222,68.66805556,5.126111111,7.845,8.193888889,53.65883333,98.5025,99810.30556,2.831833333,27.74866667,9.110166667,0.225333333,9.110166667,7.786,5.368166667,2.417166667,86.884
2020-05-16 4:00,12.52244444,68.67044444,5.541111111,8.443888889,8.803333333,52.943,97.82427778,99879.595,4.001,26.15366667,9.1765,0.571833333,9.1765,7.828833333,5.363833333,2.463833333,85.17733333
